FID,OBJECTID,Upstream_S,Upstream_I,Upstream_A,Downstream,Downstre_1,Downstre_2,Pipe_ID,Pipe_Geome,Horizontal,Vertical_D,Pipe_Size,Pipe_Lengt,Pipe_Mater,Condition,Comments,Enabled,COMPTYPE,COMPKEY,UNITID,UNITID2,MAINCOMP1,MAINCOMP2,PARLINENO,Date_VERIF,Dbasin,Owner,Picture_ID,Picture__1,Percent_Bl,Pipe_Quant,Pipe_Squas,SurveyDate,Verified_B,Source,Major_Wate,Year_Insta,PIPE_LININ,Downstre_3,Upstream_1,created_us,created_da,last_edite,last_edi_1,Verified_L,DOCID,OUTFALL,Shape_Leng
604,13003,H15586,1.009000000000000,0,H15585,9.630000000000001,0,H15586-H15585,CR,15.000000000000000,0.000000000000000,15'',40.000000000000000,CONC,U, ,1,31,2020559,H15586,H15585,29,29, ,,4531,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE017821, ,39.893308492800003
605,13038,I15556,0.000000000000000,0,I15555,9.730000000000000,0,I15556-I15555,CR,12.000000000000000,0.000000000000000,12'',5.000000000000000,CLAY,U, ,1,31,2020643,I15556,I15555,32,29, ,,4531,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,9/19/2016 0:00:00,3,STPIPE017882, ,16.541366414399999
606,13040,H15583,9.150000000000000,0,H15582,8.970000000000001,0,H15583-H15582,EL,11.000000000000000,18.000000000000000,11''X18'',40.000000000000000,CMP,U, ,1,31,2020644,H15583,H15582,29,29, ,,4685,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE017884, ,41.620509538400000
607,13041,H15584,9.810000000000001,0,H15583,9.279999999999999,0,H15584-H15583,CR,15.000000000000000,0.000000000000000,15'',228.000000000000000,CONC,U, ,1,31,2020645,H15584,H15583,29,29, ,,4552,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE017885, ,224.765201975999990
608,13043,I15578,8.470000000000001,0,I15577,8.270000000000000,0,I15578-I15577,CR,24.000000000000000,0.000000000000000,24'',225.000000000000000,CONC,U, ,1,31,2020647,I15578,I15577,29,29, ,,4531,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,9/19/2016 0:00:00,3,STPIPE017888, ,230.699465831999990
609,13045,H15585,9.520000000000000,0,H15581,9.250000000000000,0,H15585-H15581,CR,18.000000000000000,0.000000000000000,18'',252.000000000000000,CONC,U, ,1,31,2020649,H15585,H15581,29,30, ,,4685,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE017891, ,252.313213517000010
610,13046,H15582,9.490000000000000,0,H15581,9.230000000000000,0,H15582-H15581,CR,24.000000000000000,0.000000000000000,24'',15.000000000000000,CONC,U, ,1,31,2020650,H15582,H15581,29,30, ,,4782,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE017892, ,15.413782382999999
611,13160,H15579,7.600000000000000,0,I15578,8.520000000000000,0,H15579-I15578,CR,24.000000000000000,0.000000000000000,24'',195.000000000000000,CONC,U, ,1,31,2020709,H15579,I15578,29,29, ,,4713,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018130, ,191.737776408999990
612,13184,H15596,0.000000000000000,0,H15594,0.000000000000000,0,H15596-H15594,CR,12.000000000000000,0.000000000000000,12'',30.000000000000000,CONC,U, ,1,31,2020721,H15596,H15594,32,32, ,,4831,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,2,STPIPE018174, ,31.123958453899998
613,13185,H15595,1.208000000000000,0,H15594,0.000000000000000,0,H15595-H15594,CR,12.000000000000000,0.000000000000000,12'',58.000000000000000,CLAY,U, ,1,31,2020722,H15595,H15594,29,32, ,,4943,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018177, ,51.891941958099999
614,13186,H15594,0.000000000000000,0,H15593,1.189000000000000,0,H15594-H15593,CR,12.000000000000000,0.000000000000000,12'',4.000000000000000,CONC,U, ,1,31,2020727,H15594,H15593,32,32, ,,4943,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018182, ,5.398537019590000
615,13204,H15602,1.288000000000000,0,H15601,1.279000000000000,0,H15602-H15601,CR,12.000000000000000,0.000000000000000,12'',21.000000000000000,CI,U, ,1,31,2020761,H15602,H15601,32,32, ,,4788,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018245, ,22.332259597899998
616,13219,I15546,7.220000000000000,0,I15545,7.380000000000000,0,I15546-I15545,CR,12.000000000000000,0.000000000000000,12'',32.000000000000000,CONC,U, ,1,31,2020773,I15546,I15545,29,29, ,,4947,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018277, ,38.008314177499997
617,13220,H15598,1.293000000000000,0,H15596,0.000000000000000,0,H15598-H15596,CR,12.000000000000000,0.000000000000000,12'',13.000000000000000,CONC,U, ,1,31,2020774,H15598,H15596,32,32, ,,4831,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018278, ,14.318730836700000
618,13242,H16217,0.000000000000000,0,H16216,2.790000000000000,0,H16217-H16216,CR,12.000000000000000,0.000000000000000,12'',18.798338909999998,CLAY,U, ,1,31,2020787,H16217,H16216,32,29, ,,5787,CON, , ,0,0,0,,SW,DM,08,1930,0,H16216,H16217,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE018322, ,18.798338914799999
619,13246,H1655,3.080000000000000,0,H1654,2.510000000000000,0,H1655-H1654,CR,18.000000000000000,0.000000000000000,18'',130.000000000000000,CLAY,U, ,1,31,2020789,H1655,H1654,30,30, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1654,H1655,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE018327, ,128.506774814000010
620,13248,I1688,5.180000000000000,0,I1686,0.000000000000000,0,I1688-I1686,CR,24.000000000000000,0.000000000000000,24'',70.000000000000000,CONC,U, ,1,31,2020790,I1688,I1686,30,32, ,,5824,CON, , ,0,0,0,,SW,DM,08,1945,0,I1686,I1688,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE018329, ,67.669137425399995
621,13255,I15551,7.880000000000000,0,I15550,8.020000000000000,0,I15551-I15550,CR,18.000000000000000,0.000000000000000,18'',46.000000000000000,CONC,U, ,1,31,2020468,I15551,I15550,32,32, ,,4796,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018336, ,46.288820317700001
622,13256,H15597,1.185000000000000,0,H15596,0.000000000000000,0,H15597-H15596,CR,12.000000000000000,0.000000000000000,12'',58.000000000000000,CLAY,U, ,1,31,2020469,H15597,H15596,29,32, ,,4831,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018337, ,50.858982805499998
623,13257,I15573,7.430000000000000,0,I15572,8.140000000000001,0,I15573-I15572,CR,18.000000000000000,0.000000000000000,18'',69.000000000000000,CONC,U, ,1,31,2020472,I15573,I15572,32,32, ,,4788,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018340, ,73.571093964499994
624,13267,I15563,8.190000000000000,0,I15562,7.650000000000000,0,I15563-I15562,CR,12.000000000000000,0.000000000000000,12'',50.000000000000000,CONC,U, ,1,31,2020807,I15563,I15562,29,29, ,,4927,PRIVATE, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018384, ,52.054164343200000
625,13268,I15562,0.000000000000000,0,I15561,0.000000000000000,0,I15562-I15561,UK,0.000000000000000,0.000000000000000,0'',300.729336450000010,UNK,U, ,1,31,2020808,I15562,I15561,29,29, ,,5088,PRIVATE, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE018385, ,300.729336460000010
626,13270,H15608,0.000000000000000,0,H15606,0.000000000000000,0,H15608-H15606,CR,12.000000000000000,0.000000000000000,12'',280.000000000000000,CLAY,U, ,1,31,2020818,H15608,H15606,32,32, ,,5113,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,2,STPIPE018397, ,281.010209834000020
627,13276,I15564,7.850000000000000,0,I15563,8.020000000000000,0,I15564-I15563,CR,12.000000000000000,0.000000000000000,12'',35.000000000000000,CONC,U, ,1,31,2020614,I15564,I15563,29,29, ,,5225,PRIVATE, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018418, ,36.935494407699998
628,13277,I15547,0.000000000000000,0,I15543,0.000000000000000,0,I15547-I15543,UK,0.000000000000000,0.000000000000000,0'',220.862591850000000,UNK,U, ,1,31,2020819,I15547,I15543,29,32, ,,4963,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE018421, ,220.862591860000010
629,13279,I15557,5.770000000000000,0,I15547,5.510000000000000,0,I15557-I15547,CR,24.000000000000000,0.000000000000000,24'',10.000000000000000,CONC,U, ,1,31,2020822,I15557,I15547,29,29, ,,4963,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018426, ,15.722318971200000
630,13280,I15558,6.050000000000000,0,I15557,6.050000000000000,0,I15558-I15557,CR,24.000000000000000,0.000000000000000,24'',40.000000000000000,CONC,U, ,1,31,2020824,I15558,I15557,29,29, ,,4927,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018428, ,38.408169118499998
631,13281,I15559,6.290000000000000,0,I15558,6.540000000000000,0,I15559-I15558,CR,24.000000000000000,0.000000000000000,24'',10.000000000000000,CONC,U, ,1,31,2020826,I15559,I15558,30,29, ,,4926,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018429, ,13.684558103800001
632,13283,I15536,0.000000000000000,0,I15570,0.000000000000000,0,I15536-I15570,UK,0.000000000000000,0.000000000000000,0'',289.241417580000020,UNK,U, ,1,31,2020829,I15536,I15570,32,30, ,,4963,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE018433, ,289.241417587000000
633,13334,H15588,0.000000000000000,0,H15589,0.000000000000000,0,H15588-H15589,UK,0.000000000000000,0.000000000000000,0'',109.604977000000010,UNK,U, ,1,31,2020853,H15588,H15589,30,32, ,,4926,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE018531, ,109.604977011000000
634,13335,H15590,8.660000000000000,0,H15589,0.000000000000000,0,H15590-H15589,CR,18.000000000000000,0.000000000000000,18'',5.000000000000000,CLAY,U, ,1,31,2020854,H15590,H15589,29,32, ,,4943,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018532, ,17.399652115100000
635,13339,I15560,0.000000000000000,0,I15570,0.000000000000000,0,I15560-I15570,UK,0.000000000000000,0.000000000000000,0'',123.860508839999990,UNK,U, ,1,31,2020855,I15560,I15570,29,30, ,,4926,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE018539, ,123.860508846000000
636,13347,H15604,0.000000000000000,0,H15590,9.240000000000000,0,H15604-H15590,CR,15.000000000000000,0.000000000000000,15'',50.000000000000000,CLAY,U, ,1,31,2020866,H15604,H15590,32,29, ,,4943,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018566, ,49.212385505100002
637,13348,H15605,1.028000000000000,0,H15604,0.000000000000000,0,H15605-H15604,CR,12.000000000000000,0.000000000000000,12'',60.000000000000000,CLAY,U, ,1,31,2020867,H15605,H15604,29,32, ,,4958,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018567, ,61.139906150500003
638,13349,I15561,0.000000000000000,0,I15560,0.000000000000000,0,I15561-I15560,UK,0.000000000000000,0.000000000000000,0'',40.685317640000001,UNK,U, ,1,31,2020868,I15561,I15560,29,29, ,,5088,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE018568, ,40.685317632699999
639,13354,H15606,0.000000000000000,0,H15604,0.000000000000000,0,H15606-H15604,UK,0.000000000000000,0.000000000000000,0'',31.902269660000002,UNK,U, ,1,31,2020875,H15606,H15604,32,32, ,,4958,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE018582, ,31.902269665900000
640,13355,H15607,1.027000000000000,0,H15606,0.000000000000000,0,H15607-H15606,CR,12.000000000000000,0.000000000000000,12'',60.000000000000000,CLAY,U, ,1,31,2020876,H15607,H15606,29,32, ,,5112,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE018584, ,59.918562438800002
641,13458,H15610,0.000000000000000,0,H15609,0.000000000000000,0,H15610-H15609,UK,0.000000000000000,0.000000000000000,0'',32.726386679999997,UNK,U, ,1,31,2020933,H15610,H15609,29,32, ,,5113,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE018827, ,32.726386678600001
642,13507,I1695,6.050000000000000,0,I1691,6.110000000000000,0,I1695-I1691,CR,18.000000000000000,0.000000000000000,18'',60.000000000000000,CONC,U, ,1,31,2020958,I1695,I1691,30,30, ,,5799,CON, , ,0,0,0,,SW,DM,08,1945,0,I1691,I1695,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE018930, ,62.483251093900002
643,13508,I1692,6.760000000000000,0,I1691,6.350000000000000,0,I1692-I1691,CR,15.000000000000000,0.000000000000000,15'',11.000000000000000,CONC,U, ,1,31,2020959,I1692,I1691,29,30, ,,5799,CON, , ,0,0,0,,SW,DM,08,1945,0,I1691,I1692,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE018931, ,16.719128392199998
644,13525,I15703,0.000000000000000,0,I15702,0.000000000000000,0,I15703-I15702,CR,15.000000000000000,0.000000000000000,15'',44.000000000000000,CONC,U, ,1,31,2020982,I15703,I15702,32,32, ,,5510,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,2,STPIPE018988, ,45.522662164800003
645,13534,H1659,6.270000000000000,0,H1658,0.000000000000000,0,H1659-H1658,CR,10.000000000000000,0.000000000000000,10'',23.000000000000000,CLAY,U, ,1,31,2020985,H1659,H1658,29,32, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1658,H1659,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019010, ,22.769900220099998
646,13535,H1660,0.000000000000000,0,H1658,0.000000000000000,0,H1660-H1658,CR,18.000000000000000,0.000000000000000,18'',8.000000000000000,CLAY,U, ,1,31,2020986,H1660,H1658,32,32, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1658,H1660,SW,,MOSWALD,6/9/2016 0:00:00,2,STPIPE019011, ,6.237308981430000
647,13550,H1658,0.000000000000000,0,H1655,3.080000000000000,0,H1658-H1655,CR,18.000000000000000,0.000000000000000,18'',30.000000000000000,CLAY,U, ,1,31,2020989,H1658,H1655,32,30, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1655,H1658,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019033, ,33.472580832399998
648,13551,H1656,6.670000000000000,0,H1655,4.120000000000000,0,H1656-H1655,CR,10.000000000000000,0.000000000000000,10'',20.000000000000000,CLAY,U, ,1,31,2020990,H1656,H1655,29,30, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1655,H1656,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019034, ,21.295208129599999
649,13556,H16195,5.410000000000000,0,H16194,4.740000000000000,0,H16195-H16194,CR,12.000000000000000,0.000000000000000,12'',35.000000000000000,CLAY,U, ,1,31,2020991,H16195,H16194,29,29, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16194,H16195,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019040, ,27.766416307499998
650,13557,H1657,6.840000000000000,0,H1655,4.680000000000000,0,H1657-H1655,CR,10.000000000000000,0.000000000000000,10'',20.000000000000000,CLAY,U, ,1,31,2020992,H1657,H1655,29,30, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1655,H1657,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019042, ,20.878257706399999
651,13578,I15566,8.350000000000000,0,I15565,7.570000000000000,0,I15566-I15565,CR,12.000000000000000,0.000000000000000,12'',292.000000000000000,CLAY,U, ,1,31,2021019,I15566,I15565,29,29, ,,5296,PRIVATE, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE019095, ,289.262141987000010
652,13588,H15295,1.221000000000000,0,H15294,1.203000000000000,0,H15295-H15294,CR,15.000000000000000,0.000000000000000,15'',80.000000000000000,CONC,U, ,1,31,2021027,H15295,H15294,29,29, ,,5296,PRIVATE, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE019123, ,76.662345310099994
653,13590,H15281,0.000000000000000,0,H15279,0.000000000000000,0,H15281-H15279,UK,0.000000000000000,0.000000000000000,0'',44.910568460000000,UNK,U, ,1,31,2020920,H15281,H15279,32,29, ,,5394,PRIVATE, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,GISNORFOLK,11/1/2016 0:00:00,1,STPIPE019135, ,44.910568475799998
654,13591,H15280,0.000000000000000,0,H15279,9.609999999999999,0,H15280-H15279,CR,15.000000000000000,0.000000000000000,15'',16.240381660000001,CONC,U, ,1,31,2020921,H15280,H15279,32,29, ,,5394,PRIVATE, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE019136, ,16.240381678500000
655,13599,I1696,6.610000000000000,0,I1695,6.210000000000000,0,I1696-I1695,CR,15.000000000000000,0.000000000000000,15'',50.000000000000000,CONC,U, ,1,31,2020927,I1696,I1695,29,30, ,,5799,CON, , ,0,0,0,,SW,DM,08,1945,0,I1695,I1696,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019170, ,46.251562573299999
656,13727,H1665,0.000000000000000,0,H1664,7.070000000000000,0,H1665-H1664,CR,10.000000000000000,0.000000000000000,10'',4.000000000000000,CONC,U, ,1,31,2021045,H1665,H1664,32,30, ,,5577,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE019413, ,18.807957573300001
657,13745,E1628,6.290000000000000,0,E1627,5.230000000000000,0,E1628-E1627,CR,15.000000000000000,0.000000000000000,15'',33.000000000000000,CONC,U, ,1,31,2016197,E1628,E1627,29,30, ,,5653,CON, , ,0,0,0,,SW,DM,08,1958,0,E1627,E1628,SW,,GISNORFOLK,10/20/2016 0:00:00,4,STPIPE019457,OF078693,34.750390415100000
658,13746,E1627,4.430000000000000,0,E1624,3.500000000000000,0,E1627-E1624,CR,24.000000000000000,0.000000000000000,24'',193.000000000000000,CONC,U, ,1,31,2016198,E1627,E1624,30,30, ,,5653,CON, , ,0,0,0,,SW,DM,08,1958,0,E1624,E1627,SW,,GISNORFOLK,10/20/2016 0:00:00,4,STPIPE019458,OF078693,202.877326012999990
659,13767,H1664,0.000000000000000,0,H1663,4.860000000000000,0,H1664-H1663,CR,12.000000000000000,0.000000000000000,12'',272.000000000000000,CLAY,U, ,1,31,2021055,H1664,H1663,30,30, ,,5819,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE019499, ,273.774763447000000
660,13781,H16300,0.470000000000000,0,H16173,-2.101000000000000,0,H16300-H16173,CR,48.000000000000000,0.000000000000000,48'',40.000000000000000,CONC,U, ,1,31,2021056,H16300,H16173,29,32, ,,5577,CON, , ,0,0,0,,SW,DM,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE019521, ,36.171356102099999
661,13784,H16213,0.000000000000000,0,H16212,4.420000000000000,0,H16213-H16212,CR,15.000000000000000,0.000000000000000,15'',2.000000000000000,CLAY,U, ,1,31,2021057,H16213,H16212,32,29, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16212,H16213,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019528, ,14.323752404500000
662,13785,H16211,4.000000000000000,0,H16210,3.820000000000000,0,H16211-H16210,CR,15.000000000000000,0.000000000000000,15'',4.000000000000000,CLAY,U, ,1,31,2021058,H16211,H16210,29,30, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16210,H16211,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019529, ,12.909913939600001
663,13786,H16210,3.550000000000000,0,H16207,2.350000000000000,0,H16210-H16207,CR,15.000000000000000,0.000000000000000,15'',70.000000000000000,CLAY,U, ,1,31,2021059,H16210,H16207,30,30, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16207,H16210,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019530, ,67.704824413599994
664,13787,H16208,2.940000000000000,0,H16207,3.020000000000000,0,H16208-H16207,CR,15.000000000000000,0.000000000000000,15'',4.000000000000000,CLAY,U, ,1,31,2021060,H16208,H16207,29,30, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16207,H16208,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019531, ,14.046831794399999
665,13788,H16207,2.630000000000000,0,H16206,2.510000000000000,0,H16207-H16206,CR,21.000000000000000,0.000000000000000,21'',130.000000000000000,CONC,U, ,1,31,2021061,H16207,H16206,30,30, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16206,H16207,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019532, ,128.962453562000010
666,13792,E1626,4.680000000000000,0,E1624,3.680000000000000,0,E1626-E1624,CR,15.000000000000000,0.000000000000000,15'',35.000000000000000,CONC,U, ,1,31,2016223,E1626,E1624,29,30, ,,5653,CON, , ,0,0,0,,SW,DM,08,1958,0,E1624,E1626,SW,,GISNORFOLK,10/20/2016 0:00:00,4,STPIPE019539,OF078693,37.269523163099997
667,13793,E1625,4.140000000000000,0,E1624,3.660000000000000,0,E1625-E1624,CR,15.000000000000000,0.000000000000000,15'',27.000000000000000,CONC,U, ,1,31,2016224,E1625,E1624,29,30, ,,5630,CON, , ,0,0,0,,SW,DM,08,1958,0,E1624,E1625,SW,,GISNORFOLK,10/20/2016 0:00:00,4,STPIPE019540,OF078693,28.331149163999999
668,13794,E1624,2.890000000000000,0,E1620,2.190000000000000,0,E1624-E1620,CR,30.000000000000000,0.000000000000000,30'',133.000000000000000,CONC,U, ,1,31,2016225,E1624,E1620,30,30, ,,5653,CON, , ,0,0,0,,SW,DM,08,1958,0,E1620,E1624,SW,,GISNORFOLK,10/20/2016 0:00:00,4,STPIPE019541,OF078693,132.745076928000000
669,13824,E1612,2.330000000000000,0,E169,0.770000000000000,0,E1612-E169,CR,15.000000000000000,0.000000000000000,15'',60.000000000000000,RCP,G, ,1,31,2015938,E1612,E169,30,30, ,,5653,CON, , ,0,0,0,,SW,DM,08,1958,0,E169,E1612,SW,,GISNORFOLK,10/20/2016 0:00:00,4,STPIPE019588,OF078693,292.475591087999990
670,13831,I1697,6.950000000000000,0,I1696,6.870000000000000,0,I1697-I1696,CR,12.000000000000000,0.000000000000000,12'',35.000000000000000,CONC,U, ,1,31,2020620,I1697,I1696,29,29, ,,5799,CON, , ,0,0,0,,SW,DM,08,1945,0,I1696,I1697,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019598, ,36.357931145800002
671,13840,H1663,4.780000000000000,0,H1662,3.450000000000000,0,H1663-H1662,CR,18.000000000000000,0.000000000000000,18'',153.000000000000000,CLAY,U, ,1,31,2021063,H1663,H1662,30,30, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1662,H1663,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019613, ,153.944378859000010
672,13844,I1694,7.220000000000000,0,I1693,6.460000000000000,0,I1694-I1693,CR,12.000000000000000,0.000000000000000,12'',25.000000000000000,CONC,U, ,1,31,2021065,I1694,I1693,29,30, ,,5799,CON, , ,0,0,0,,SW,DM,08,1945,0,I1693,I1694,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019620, ,23.959127540400001
673,13846,I1693,6.530000000000000,0,I1692,6.610000000000000,0,I1693-I1692,CR,12.000000000000000,0.000000000000000,12'',6.000000000000000,CONC,U, ,1,31,2021066,I1693,I1692,30,29, ,,5799,CON, , ,0,0,0,,SW,DM,08,1945,0,I1692,I1693,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019623, ,12.736670867100001
674,13863,H1662,3.590000000000000,0,H1660,0.000000000000000,0,H1662-H1660,CR,18.000000000000000,0.000000000000000,18'',135.000000000000000,CLAY,U, ,1,31,2021073,H1662,H1660,30,32, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1660,H1662,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019651, ,130.004628622000010
675,13864,H1661,6.570000000000000,0,H1660,0.000000000000000,0,H1661-H1660,CR,10.000000000000000,0.000000000000000,10'',23.000000000000000,CLAY,U, ,1,31,2021074,H1661,H1660,29,32, ,,5819,CON, , ,0,0,0,,SW,DM,08,1928,0,H1660,H1661,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019652, ,23.181660456800000
676,13871,H16192,0.000000000000000,0,H16189,4.150000000000000,0,H16192-H16189,CR,4.000000000000000,0.000000000000000,4'',27.206086780000000,CLAY,U, ,1,31,2021077,H16192,H16189,32,29, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16189,H16192,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019660, ,27.206086789000000
677,13872,H16191,0.000000000000000,0,H16189,4.280000000000000,0,H16191-H16189,CR,4.000000000000000,0.000000000000000,4'',13.599070420000000,CLAY,U, ,1,31,2021078,H16191,H16189,32,29, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16189,H16191,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019661, ,13.599070419600000
678,13873,H16190,0.000000000000000,0,H16189,2.190000000000000,0,H16190-H16189,CR,15.000000000000000,0.000000000000000,15'',2.000000000000000,CONC,U, ,1,31,2021079,H16190,H16189,32,29, ,,5682,CON, , ,0,0,0,,SW,DM,08,1930,0,H16189,H16190,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE019662, ,21.611744414499999
